prompt,image_path
A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0188_switch-frames_anyFPS_perspective-center_trimmed-weight-on-ceramic.jpg
A 30lb kettlebell is slowly lowered on top of a yellow ceramic coffee mug placed on a wooden table. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0189_switch-frames_anyFPS_perspective-right_trimmed-weight-on-ceramic.jpg
A 30lb kettlebell is slowly lowered onto a white styrofoam cup placed on a wooden table on its side. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0190_switch-frames_anyFPS_perspective-left_trimmed-weight-on-paper.jpg
A 30lb kettlebell is slowly lowered onto a white styrofoam cup placed on a wooden table on its side. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0191_switch-frames_anyFPS_perspective-center_trimmed-weight-on-paper.jpg
A 30lb kettlebell is slowly lowered onto a white styrofoam cup placed on a wooden table on its side. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0192_switch-frames_anyFPS_perspective-right_trimmed-weight-on-paper.jpg
A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0193_switch-frames_anyFPS_perspective-left_trimmed-weight-on-pillow.jpg
A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0194_switch-frames_anyFPS_perspective-center_trimmed-weight-on-pillow.jpg
A 30lb kettlebell and a green piece of paper are lowered onto two pillows. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0195_switch-frames_anyFPS_perspective-right_trimmed-weight-on-pillow.jpg
A light beige coffee table with a black kettlebell and a yellow rubber duck on it. A grey tennis ball rolls out of the black tube sitting on the table and towards the duck and kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0196_switch-frames_anyFPS_perspective-left_trimmed-weight-protects-duck.jpg
A light beige coffee table with a black kettlebell and a yellow rubber duck on it. A grey tennis ball rolls out of the black tube sitting on the table and towards the duck and kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0197_switch-frames_anyFPS_perspective-center_trimmed-weight-protects-duck.jpg
A light beige coffee table with a black kettlebell and a yellow rubber duck on it. A grey tennis ball rolls out of the black tube sitting on the table and towards the duck and kettlebell. Static shot with no camera movement.,/opt/hpcaas/.mounts/fs-072917c00f01ae1ba/home/yjianhao/project/video_guidance/frames/0198_switch-frames_anyFPS_perspective-right_trimmed-weight-protects-duck.jpg
